0.0000000000e+00	0.0000000000e+00
3.0000000000e+01	0.0000000000e+00
6.0000000000e+01	0.0000000000e+00
9.0000000000e+01	0.0000000000e+00
1.2000000000e+02	0.0000000000e+00
1.5000000000e+02	0.0000000000e+00
1.8000000000e+02	0.0000000000e+00
2.1000000000e+02	0.0000000000e+00
2.4000000000e+02	0.0000000000e+00
2.7000000000e+02	0.0000000000e+00
3.0000000000e+02	0.0000000000e+00
3.3000000000e+02	0.0000000000e+00
3.6000000000e+02	0.0000000000e+00
3.9000000000e+02	0.0000000000e+00
4.2000000000e+02	0.0000000000e+00
4.5000000000e+02	0.0000000000e+00
4.8000000000e+02	0.0000000000e+00
5.1000000000e+02	0.0000000000e+00
5.4000000000e+02	0.0000000000e+00
5.7000000000e+02	0.0000000000e+00
6.0000000000e+02	0.0000000000e+00
6.3000000000e+02	0.0000000000e+00
6.6000000000e+02	0.0000000000e+00
6.9000000000e+02	0.0000000000e+00
7.2000000000e+02	0.0000000000e+00
7.5000000000e+02	0.0000000000e+00
7.8000000000e+02	0.0000000000e+00
8.1000000000e+02	0.0000000000e+00
8.4000000000e+02	0.0000000000e+00
8.7000000000e+02	0.0000000000e+00
9.0000000000e+02	0.0000000000e+00
