0.311629	0.0185546	0.00384936	
0.0258467	0.00157231	0.000341281	
0.311629	0.0185546	0.00384936	
0.0258467	0.00157231	0.000341281	
0.311629	0.0185546	0.00384936	
0.0258467	0.00157231	0.000341281	
0.311629	0.0185546	0.00384936	
0.0258467	0.00157231	0.000341281	
0.311629	0.0185546	0.00384936	
0.0258467	0.00157231	0.000341282	
0.311629	0.0185546	0.00384936	
0.0258466	0.00157242	0.000341359	
0.0258467	0.00157231	0.000341281	
0.0258466	0.00157242	0.000341359	
0.0258467	0.00157231	0.000341281	
0.0258466	0.00157242	0.000341359	
0.0258467	0.00157231	0.000341281	
0.0258466	0.00157242	0.000341359	
0.0258467	0.00157231	0.000341281	
0.0258466	0.00157242	0.000341359	
0.0258467	0.00157231	0.000341281	
0.0258466	0.00157242	0.000341359	
0.0258467	0.00157231	0.000341281	
