29	29	29	
2	2	2	
-nan(ind)	-nan(ind)	-nan(ind)	
-nan(ind)	-nan(ind)	-nan(ind)	
-nan(ind)	-nan(ind)	-nan(ind)	
-nan(ind)	-nan(ind)	-nan(ind)	
-nan(ind)	-nan(ind)	-nan(ind)	
-nan(ind)	-nan(ind)	-nan(ind)	
-nan(ind)	-nan(ind)	-nan(ind)	
-nan(ind)	-nan(ind)	-nan(ind)	
-nan(ind)	-nan(ind)	-nan(ind)	
-nan(ind)	-nan(ind)	-nan(ind)	
